FID_,scalerank,natscale,labelrank,featurecla,name,namepar,namealt,diffascii,nameascii,adm0cap,capalt,capin,worldcity,megacity,sov0name,sov_a3,adm0name,adm0_a3,adm1name,iso_a2,note,latitude,longitude,changed,namediff,diffnote,pop_max,pop_min,pop_other,rank_max,rank_min,geonameid,meganame,ls_name,ls_match,checkme
,7,20,1,Admin-1 capital,Kavaratti, , ,0,Kavaratti,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Lakshadweep,IN, ,10.562573313300000,72.636867166700000,4.000000000000000,0,Population from GeoNames. Changed scale rank.,10688,10688,0,6,6,1267390.000000000000000, ,Kavaratti,0,0
,7,20,1,Populated place,Mandya, , ,0,Mandya,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Karnataka,IN, ,12.570381285500000,76.919997109899995,0.000000000000000,0, ,285034,134845,292523,10,9,1263814.000000000000000, ,Mandya,1,0
,7,20,1,Populated place,Kolar, , ,0,Kolar,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Karnataka,IN, ,13.133706073999999,78.133359740100005,0.000000000000000,0, ,144625,126441,1087637,9,9,1266305.000000000000000, ,Kolar,1,0
,7,20,1,Populated place,Shimoga, , ,0,Shimoga,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Karnataka,IN, ,13.930375792400000,75.560028441300005,0.000000000000000,0, ,654055,319550,660910,11,10,1256515.000000000000000, ,Shimoga,1,0
,7,20,1,Populated place,Raichur, , ,0,Raichur,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Karnataka,IN, ,16.210365823299998,77.355009316899995,0.000000000000000,0, ,255240,225962,239582,10,10,1259012.000000000000000, ,Raichur,1,0
,7,20,1,Populated place,Hospet, , ,0,Hospet,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Karnataka,IN, ,15.280396747799999,76.375017454900004,4.000000000000000,0,Changed scale rank.,286007,197846,286167,10,9,1269935.000000000000000, ,Hospet,1,0
,7,20,1,Populated place,Bidar, , ,0,Bidar,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Karnataka,IN, ,17.922922789499999,77.517531696500001,0.000000000000000,0, ,300136,204071,345903,10,10,1275738.000000000000000, ,Bidar,1,0
,7,20,1,Populated place,Sangli, , ,0,Sangli,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Maharashtra,IN, ,16.860403665100002,74.575023965400007,4.000000000000000,0,Changed scale rank.,601214,601214,1823596,11,11,-1.000000000000000, ,Sangli,1,0
,7,20,1,Populated place,Parbhani, , ,0,Parbhani,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Maharashtra,IN, ,19.270385761499998,76.760006875499997,4.000000000000000,0,Changed scale rank.,378326,289629,369382,10,10,1260341.000000000000000, ,Parbhani,1,0
,7,20,1,Populated place,Malegaon, , ,0,Malegaon,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Maharashtra,IN, ,20.560358702599999,74.525001178899998,0.000000000000000,0, ,690844,435362,730400,11,10,1264115.000000000000000, ,Malegaon,1,0
,7,20,1,Admin-1 capital,Port Blair, , ,0,Port Blair,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Andaman and Nicobar,IN, ,11.667025572700000,92.735982624299993,0.000000000000000,0, ,127562,112050,127562,9,9,1259385.000000000000000, ,Port Blair,1,0
,7,20,1,Populated place,Tezpur, , ,0,Tezpur,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Assam,IN, ,26.633760598799999,92.800009723900004,0.000000000000000,0, ,58851,58851,1614935,8,8,1254710.000000000000000, ,Tezpur,1,0
,7,20,1,Populated place,Silchar, , ,0,Silchar,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Assam,IN, ,24.790410582500002,92.790036172499995,0.000000000000000,0, ,152393,152393,2646510,9,9,1256287.000000000000000, ,Silchar,1,0
,7,20,1,Admin-1 capital,Kohima, , ,0,Kohima,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Nagaland,IN, ,25.666997903399999,94.116570189399994,1.000000000000000,1,Added place. Population from GeoNames.,92113,92113,0,8,8,1266366.000000000000000, , ,2,0
,7,20,1,Admin-1 capital,Shillong, , ,0,Shillong,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Meghalaya,IN, ,25.570492166099999,91.880014199800002,0.000000000000000,0, ,375527,354325,364037,10,10,1256523.000000000000000, ,Shillong,1,0
,7,20,1,Populated place,Abohar, , ,0,Abohar,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Punjab,IN, ,30.120421161900001,74.290028441299995,0.000000000000000,0, ,130603,130603,1073380,9,9,-1.000000000000000, ,Abohar,1,0
,7,20,1,Populated place,Patiala, , ,0,Patiala,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Punjab,IN, ,30.320408954900000,76.384991006400000,0.000000000000000,0, ,329224,329224,3287270,10,10,1260107.000000000000000, ,Patiala,1,0
,7,20,1,Populated place,Bhilwara, , ,0,Bhilwara,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Rajasthan,IN, ,25.350428079200000,74.635020303199994,0.000000000000000,0, ,389911,326431,389755,10,10,1275960.000000000000000, ,Bhilwara,1,0
,7,20,1,Populated place,Pali, , ,0,Pali,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Rajasthan,IN, ,25.790375385499999,73.329932005700002,0.000000000000000,0, ,210103,207394,253556,10,10,1260716.000000000000000, ,Pali,1,0
,7,20,1,Populated place,Tonk, , ,0,Tonk,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Rajasthan,IN, ,26.150456765700000,75.790040241400007,0.000000000000000,0, ,181734,151331,167466,9,9,1254241.000000000000000, ,Tonk,1,0
,7,20,1,Populated place,Sikar, , ,0,Sikar,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Rajasthan,IN, ,27.610393492600000,75.140002399599993,0.000000000000000,0, ,400000,237579,1620711,10,10,1256320.000000000000000, ,Sikar,1,0
,7,20,1,Populated place,Bikaner, , ,0,Bikaner,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Rajasthan,IN, ,28.030393696099999,73.329932005700002,0.000000000000000,0, ,576015,395908,382542,11,10,1275665.000000000000000, ,Bikaner,1,0
,7,20,1,Populated place,Bharatpur, , ,0,Bharatpur,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Rajasthan,IN, ,27.250363788900000,77.500013385900004,0.000000000000000,0, ,229384,229384,1370928,10,10,1276128.000000000000000, ,Bharatpur,1,0
,7,20,1,Populated place,Alwar, , ,0,Alwar,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Rajasthan,IN, ,27.545358702600002,76.604925902199994,0.000000000000000,0, ,283228,283228,2325352,10,10,1278946.000000000000000, ,Alwar,1,0
,7,20,1,Populated place,Fatehpur, , ,0,Fatehpur,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Uttar Pradesh,IN, ,25.880369892400001,80.800018675700002,0.000000000000000,0, ,166480,166480,5017960,9,9,1271912.000000000000000, ,Fatehpur,1,0
,7,20,1,Populated place,Faizabad, , ,0,Faizabad,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Uttar Pradesh,IN, ,26.750394306400000,82.170012572199994,0.000000000000000,0, ,153047,153047,12329184,9,9,1271976.000000000000000, ,Faizabad,1,0
,7,20,1,Populated place,Bahraich, , ,0,Bahraich,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Uttar Pradesh,IN, ,27.620418720499998,81.669939736900005,0.000000000000000,0, ,182218,182218,3556860,9,9,1277799.000000000000000, ,Bahraich,1,0
,7,20,1,Populated place,Mirzapur, , ,0,Mirzapur,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Uttar Pradesh,IN, ,25.145375995900000,82.569988158100003,0.000000000000000,0, ,245817,233691,4346072,10,10,1262995.000000000000000, ,Mirzapur,1,0
,7,20,1,Populated place,Jhansi, , ,0,Jhansi,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Uttar Pradesh,IN, ,25.452954120899999,78.557468219900002,0.000000000000000,0, ,826494,412927,816315,11,10,1269006.000000000000000, ,Jhansi,1,0
,7,20,1,Populated place,Shahjahanpur, , ,0,Shahjahanpur,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Uttar Pradesh,IN, ,27.880377013099999,79.905034544800003,0.000000000000000,0, ,320434,320434,5306416,10,10,1256728.000000000000000, ,Shahjahanpur,1,0
,7,20,1,Populated place,Rampur, , ,0,Rampur,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Uttar Pradesh,IN, ,28.815358702600001,79.024984902900002,0.000000000000000,0, ,296418,296418,2568389,10,10,1258599.000000000000000, ,Rampur,1,0
,7,20,1,Populated place,Bareilly, , ,0,Bareilly,0.000000000000000,0.000000000000000, ,0.000000000000000,1,India,IND,India,IND,Uttar Pradesh,IN, ,28.345387389100001,79.419999551299995,0.000000000000000,0, ,817000,745435,2990234,11,11,1277013.000000000000000,Bareilly,Bareilly,1,0
,7,20,1,Populated place,Etawah, , ,0,Etawah,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Uttar Pradesh,IN, ,26.785456765700001,79.014959675000000,0.000000000000000,0, ,257448,257448,4532437,10,10,1271987.000000000000000, ,Etawah,1,0
,7,20,1,Admin-1 capital,Dehra Dun, , ,0,Dehra Dun,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Uttaranchal,IN, ,30.320408954900000,78.050005654800003,4.000000000000000,0,Changed feature class.,714223,578420,1634888,11,11,1273313.000000000000000, ,Dehra Dun,1,0
,7,20,1,Populated place,Haora, , ,0,Haora,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,West Bengal,IN, ,22.580390440900000,88.329946654200000,4.000000000000000,0,Changed scale rank.,4841638,1027672,11176064,12,12,1270396.000000000000000, ,Haora,1,0
,7,20,1,Populated place,Alipur Duar, , ,0,Alipur Duar,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,West Bengal,IN, ,26.483743915800002,89.566667031799994,0.000000000000000,0, ,127342,127342,5995735,9,9,-1.000000000000000, ,Alipur Duar,1,0
,7,20,1,Populated place,Haldia, , ,0,Haldia,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,West Bengal,IN, ,22.025669778400001,88.058335326100007,0.000000000000000,0, ,200762,200762,4902236,10,10,-1.000000000000000, ,Haldia,1,0
,7,20,1,Populated place,Bhatpara, , ,0,Bhatpara,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,West Bengal,IN, ,22.850425637800001,88.520012572200002,0.000000000000000,0, ,483129,483129,9328421,10,10,1276058.000000000000000, ,Bhatpara,1,0
,7,20,1,Populated place,Medinipur, , ,0,Medinipur,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,West Bengal,IN, ,22.330405699600000,87.150018675699997,0.000000000000000,0, ,169127,169127,6007737,9,9,-1.000000000000000, ,Medinipur,1,0
,7,20,1,Populated place,Siliguri, , ,0,Siliguri,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,West Bengal,IN, ,26.720421975699999,88.455003620400007,4.000000000000000,1,Name changed.,515574,515574,5863691,11,11,1256525.000000000000000, ,Siliguri,1,0
,7,20,1,Populated place,Purnia, , ,0,Purnia,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Bihar,IN, ,25.785414448000001,87.479972695900003,0.000000000000000,0, ,198453,198453,9740556,9,9,1259166.000000000000000, ,Purnia,1,0
,7,20,1,Populated place,Muzaffarpur, , ,0,Muzaffarpur,0.000000000000000,0.000000000000000, ,0.000000000000000,0,India,IND,India,IND,Bihar,IN, ,26.120432758600000,85.379945840399998,0.000000000000000,0, ,333200,333200,21459947,10,10,1262330.000000000000000, ,Muzaffarpur,1,0
